suite,benchmark_name,answer_generator,result,answer,validation_error,temp_test_file,latency
configure_adk_features_mc,How do you enable context caching for an entire ap...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'B', but got 'E'.
Question: How do you enable context caching for an entire application?",,4.083491086959839
configure_adk_features_mc,"When defining an `EvalCase` for evaluation, which ...",GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,4.185533285140991
configure_adk_features_mc,You want to automatically save any file blobs (ima...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',,,4.179468870162964
configure_adk_features_mc,How do you enable `VertexAISearchTool` via configu...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,4.1888017654418945
configure_adk_features_mc,How do you specify that a tool function should *no...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',"Expected 'A', but got 'B'.
Question: How do you specify that a tool function should *not* return its output to the model, but instead save it directly to the session state?",,4.251527786254883
configure_adk_features_mc,You want to implement a 'human-in-the-loop' workfl...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',"Expected 'A', but got 'B'.
Question: You want to implement a 'human-in-the-loop' workflow where the agent asks for confirmation before executing a sensitive tool. Which mechanism is best suited for this?",,4.306852102279663
configure_adk_features_mc,"If a tool execution fails, and you want to handle ...",GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,4.294094800949097
configure_adk_features_mc,What does `ResumabilityConfig.is_resumable=True` e...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,4.350775957107544
predict_runtime_behavior_mc,Predict the standard output of the following Pytho...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'A', but got 'D'.
Question: Predict the standard output of the following Python code:",,4.3948869705200195
configure_adk_features_mc,You want to use a `ParallelAgent` to run three sub...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,4.37296986579895
predict_runtime_behavior_mc,Predict the print output order for the following c...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,4.417994976043701
configure_adk_features_mc,What is `EventsCompactionConfig.compaction_interva...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'B', but got 'E'.
Question: What is `EventsCompactionConfig.compaction_interval` used for?",,4.4323410987854
configure_adk_features_mc,"In the context of ADK evaluation, what does the `I...",GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,4.4259257316589355
configure_adk_features_mc,What does `RunConfig.response_modalities` control?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,4.507861852645874
configure_adk_features_mc,"When implementing a `BaseToolset`, what is the `cl...",GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,4.504073143005371
configure_adk_features_mc,Which `LlmAgent` parameter (type `BaseModel`) is u...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,4.520592212677002
configure_adk_features_mc,What does `RunConfig.max_llm_calls` control?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,4.5700061321258545
configure_adk_features_mc,What is the primary use case for `SaveFilesAsArtif...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,4.61022424697876
configure_adk_features_mc,"When defining a custom agent class, which abstract...",GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',"Expected 'E', but got 'C'.
Question: When defining a custom agent class, which abstract base class must you inherit from?",,4.602426052093506
configure_adk_features_mc,What does `RunConfig.speech_config` control?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,4.560718774795532
configure_adk_features_mc,What is `EventsCompactionConfig.summarizer` used f...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,4.59799599647522
configure_adk_features_mc,What is the `model_client` property on an `LlmAgen...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,4.633388042449951
predict_runtime_behavior_mc,Predict the error when defining a loop agent: (Ass...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'C', but got 'D'.
Question: Predict the error when defining a loop agent: (Assuming `sub_agents` is optional or defaults to empty list, but logic requires them).",,4.754920959472656
configure_adk_features_mc,How do you enable context caching for an entire ap...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,4.838824987411499
configure_adk_features_mc,Which Google GenAI type represents the fundamental...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,5.007008790969849
configure_adk_features_mc,Which plugin would you use to log all agent intera...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,5.032914876937866
configure_adk_features_mc,You want to save specific agent outputs to the ses...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,5.093613147735596
configure_adk_features_mc,What does `RunConfig.proactivity` control?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,5.134501934051514
configure_adk_features_mc,Which `LlmAgent` parameter (type `BasePlanner`) is...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,5.169664144515991
configure_adk_features_mc,What is the primary use case for `GlobalInstructio...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,5.306119918823242
configure_adk_features_mc,What does `RunConfig.enable_affective_dialog` cont...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'C', but got 'E'.
Question: What does `RunConfig.enable_affective_dialog` control?",,5.363991737365723
predict_runtime_behavior_mc,Predict the error (if any) when running the follow...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'E', but got 'D'.
Question: Predict the error (if any) when running the following code:",,5.383337020874023
predict_runtime_behavior_mc,Predict the error (if any) for this code:...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',"Expected 'C', but got 'A'.
Question: Predict the error (if any) for this code:",,5.479440927505493
predict_runtime_behavior_mc,"Does this code satisfy the spec: ""Ensure the agent...",GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,5.627669095993042
configure_adk_features_mc,Which `LlmAgent` parameter (type `BaseModel`) is u...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,5.68450403213501
predict_runtime_behavior_mc,Predict the standard output of the following Pytho...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'A', but got 'D'.
Question: Predict the standard output of the following Python code:",,5.758824110031128
configure_adk_features_mc,Which `RunConfig` parameter allows you to limit th...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',,,5.881439924240112
configure_adk_features_mc,Which configuration object is used to enable 'affe...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,5.909704923629761
predict_runtime_behavior_mc,Predict the standard output of the following Pytho...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',"Expected 'D', but got 'B'.
Question: Predict the standard output of the following Python code:",,5.911186933517456
predict_runtime_behavior_mc,"Predict the behavior:
What happens when this agent...",GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,6.103898048400879
configure_adk_features_mc,What is the correct way to access the `session_id`...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,6.095104932785034
predict_runtime_behavior_mc,Predict the error:...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,6.109595060348511
configure_adk_features_mc,When deploying to Cloud Run using `adk deploy clou...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',,,6.135270833969116
configure_adk_features_mc,What does `RunConfig.support_cfc` control?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,6.194745779037476
configure_adk_features_mc,You want to configure an `LlmAgent` with a specifi...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,6.3210508823394775
configure_adk_features_mc,"In a `BasePlugin`, what is the correct signature f...",GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,6.327220916748047
configure_adk_features_mc,You want to pass an image to an `LlmAgent` as part...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,6.361294984817505
configure_adk_features_mc,What is the primary purpose of `InvocationContext`...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,6.45849871635437
configure_adk_features_mc,Which `LlmAgent` parameter (type `Content`) is use...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,6.582690238952637
configure_adk_features_mc,How do you correctly construct a user message cont...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,6.643352031707764
configure_adk_features_mc,Which `LlmAgent` parameter (type `str`) is used fo...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,6.770527124404907
configure_adk_features_mc,You want to save specific agent outputs to the ses...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'D', but got 'E'.
Question: You want to save specific agent outputs to the session state automatically. What `LlmAgent` parameter do you use?",,6.744329929351807
configure_adk_features_mc,Which URI format is used to connect to Spanner for...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,7.09393310546875
configure_adk_features_mc,You want to implement a 'human-in-the-loop' workfl...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',"Expected 'A', but got 'B'.
Question: You want to implement a 'human-in-the-loop' workflow where the agent asks for confirmation before executing a sensitive tool. Which mechanism is best suited for this?",,7.0846757888793945
predict_runtime_behavior_mc,Predict the standard output of the following Pytho...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',"Expected 'B', but got 'C'.
Question: Predict the standard output of the following Python code:",,7.114995002746582
configure_adk_features_mc,How do you enable sending OpenTelemetry traces to ...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,7.255911827087402
configure_adk_features_mc,What is `InMemoryRunner` primarily used for?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,7.330755710601807
configure_adk_features_mc,You need to inspect an `Event` object. Which impor...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'E', but got 'D'.
Question: You need to inspect an `Event` object. Which import allows you to reference the `Event` class for type hinting?",,7.479886054992676
configure_adk_features_mc,You want to automatically summarize old events to ...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'A', but got 'D'.
Question: You want to automatically summarize old events to manage context window size. What should you configure?",,7.537811994552612
configure_adk_features_mc,How does `ContextFilterPlugin` generally operate?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,7.748179197311401
configure_adk_features_mc,What is the primary use case for `ContextFilterPlu...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,7.734683036804199
predict_runtime_behavior_mc,Predict the error:...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,7.7677857875823975
configure_adk_features_mc,Which component is responsible for truncating conv...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,8.324478149414062
predict_runtime_behavior_mc,Predict the standard output of the following Pytho...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'B', but got 'E'.
Question: Predict the standard output of the following Python code:",,8.55690598487854
configure_adk_features_mc,What is `Runner` primarily used for?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'D', but got 'E'.
Question: What is `Runner` primarily used for?",,8.784268617630005
configure_adk_features_mc,Which class is responsible for orchestrating the c...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'C', but got 'E'.
Question: Which class is responsible for orchestrating the complete lifecycle of authentication credentials (loading, exchanging, refreshing) in ADK?",,8.775176286697388
configure_adk_features_mc,You are initializing an `App`. Which parameter is ...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',"Expected 'E', but got 'C'.
Question: You are initializing an `App`. Which parameter is mutually exclusive with providing `app_name` and `root_agent` directly to the `Runner`?",,8.880707740783691
configure_adk_features_mc,How do you enable `CodeExecutionTool` via configur...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,8.882812976837158
predict_runtime_behavior_mc,Predict the error when defining a loop agent: (Ass...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'C', but got 'D'.
Question: Predict the error when defining a loop agent: (Assuming `sub_agents` is optional or defaults to empty list, but logic requires them).",,9.052327156066895
configure_adk_features_mc,How do you configure an `App` to automatically com...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,9.184697151184082
configure_adk_features_mc,Which class is responsible for orchestrating the c...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'C', but got 'E'.
Question: Which class is responsible for orchestrating the complete lifecycle of authentication credentials (loading, exchanging, refreshing) in ADK?",,9.22505807876587
configure_adk_features_mc,What is the correct signature for a `before_tool_c...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,9.24732494354248
predict_runtime_behavior_mc,Predict the error:...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',"Expected 'D', but got 'A'.
Question: Predict the error:",,9.614817142486572
configure_adk_features_mc,When using `LlmAgent` with a model that supports n...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',,,9.918001890182495
configure_adk_features_mc,Which event type indicates that the model has fini...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',"Expected 'A', but got 'C'.
Question: Which event type indicates that the model has finished generating a text response?",,10.174917936325073
configure_adk_features_mc,What does `ContextCacheConfig.token_count_threshol...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',"Expected 'D', but got 'A'.
Question: What does `ContextCacheConfig.token_count_threshold` control?",,10.250064134597778
configure_adk_features_mc,"When defining an `EvalCase` for evaluation, which ...",GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,10.982646942138672
configure_adk_features_mc,If you want to use a Google Search tool that retur...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',"Expected 'B', but got 'C'.
Question: If you want to use a Google Search tool that returns structured results, which tool should you use?",,11.427663087844849
predict_runtime_behavior_mc,Does the following code satisfy the specification:...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'C', but got 'E'.
Question: Does the following code satisfy the specification: ""Create an agent that automatically retries failed tool calls up to 3 times""?",,11.488479137420654
configure_adk_features_mc,What is `App` primarily used for?...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,11.539111137390137
configure_adk_features_mc,How do you specify that a tool function should *no...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',"Expected 'A', but got 'B'.
Question: How do you specify that a tool function should *not* return its output to the model, but instead save it directly to the session state?",,11.780282020568848
configure_adk_features_mc,What is the correct way to access the `session_id`...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,11.784099102020264
predict_runtime_behavior_mc,Predict the print output: (Assuming Pydantic model...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',"Expected 'D', but got 'A'.
Question: Predict the print output: (Assuming Pydantic model behavior).",,12.497525930404663
configure_adk_features_mc,To enforce a structured JSON output from an `LlmAg...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,12.559603929519653
configure_adk_features_mc,What is the correct way to provide a static system...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',"Expected 'D', but got 'B'.
Question: What is the correct way to provide a static system instruction that benefits from context caching?",,13.315983295440674
predict_runtime_behavior_mc,"Spec: ""Use a tool that requires a `session_id` par...",GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'E', but got 'D'.
Question: Spec: ""Use a tool that requires a `session_id` parameter."" How does ADK handle `session_id` injection?",,14.117809295654297
predict_runtime_behavior_mc,Predict the standard output of the following Pytho...,GeminiAnswerGenerator(gemini-2.5-flash),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,14.568862915039062
predict_runtime_behavior_mc,Predict the error (if any) for this code:...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',,,16.319761991500854
configure_adk_features_mc,How do you enable `GoogleSearchTool` via configura...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',"Expected 'C', but got 'D'.
Question: How do you enable `GoogleSearchTool` via configuration?",,16.69467306137085
configure_adk_features_mc,What is the correct way to provide a static system...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',"Expected 'D', but got 'A'.
Question: What is the correct way to provide a static system instruction that benefits from context caching?",,17.110880851745605
configure_adk_features_mc,Which event type indicates that the model has fini...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='C',"Expected 'A', but got 'C'.
Question: Which event type indicates that the model has finished generating a text response?",,17.719566106796265
predict_runtime_behavior_mc,Predict the error:...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='D',,,18.12518572807312
predict_runtime_behavior_mc,Predict the print output: (Assuming Pydantic model...,GeminiAnswerGenerator(gemini-2.5-flash),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'D', but got 'E'.
Question: Predict the print output: (Assuming Pydantic model behavior).",,19.407260179519653
configure_adk_features_mc,How do you enable sending OpenTelemetry traces to ...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,19.77117109298706
configure_adk_features_mc,If you want to use a Google Search tool that retur...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),1,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='B',,,20.594598293304443
predict_runtime_behavior_mc,"Predict the behavior:
What happens when this agent...",GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'C', but got 'E'.
Question: Predict the behavior:
What happens when this agent runs multiple times in the same session?",,23.56820011138916
predict_runtime_behavior_mc,Does the following code satisfy the specification:...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='A',"Expected 'C', but got 'A'.
Question: Does the following code satisfy the specification: ""Create an agent that automatically retries failed tool calls up to 3 times""?",,24.29366898536682
configure_adk_features_mc,You are implementing a custom tool. Which method m...,GeminiAnswerGenerator(gemini-2.5-flash-with-context),0,benchmark_type=<BenchmarkType.MULTIPLE_CHOICE: 'multiple_choice'> answer='E',"Expected 'D', but got 'E'.
Question: You are implementing a custom tool. Which method must you implement from `BaseTool`?",,29.94084095954895
